Archetype,Recency,Frequency,Average_Order_Value,Average_Session_Duration,Cart_Abandonment_Rate,Product_Views_per_Session,Last_Used_Platform,Total_Spend_Last_Year,Customer_Support_Interactions_Score
At-Risk,278,0,48.93,4271,0.4149,1,Tablet,0,4.73
Window Shoppers,44,0,0,37572,0.9788,22,Mobile App,0,2.6
At-Risk,265,0,48.18,4125,0.435,2,Mobile App,0,5.62
Potential High-Value,65,2,309.26,19456,0.3704,19,Tablet,614.94,3.03
Potential High-Value,57,2,298.51,23968,0.3022,17,Web,637.99,1.65
Loyal Low-Spenders,18,17,27.47,9014,0.0128,2,Web,487.49,3.02
At-Risk,308,1,47.3,3754,0.6212,1,Mobile App,45.88,4.88
Window Shoppers,88,1,7.36,33832,0.9148,21,Web,7.73,6.69
Loyal Low-Spenders,25,16,26.2,9086,0.0621,4,Mobile App,447.04,3.89
Window Shoppers,71,0,0,34423,0.9487,30,Mobile App,0,3.55
Loyal Low-Spenders,27,25,28.59,11148,0.0204,4,Web,699,5.13
At-Risk,276,1,67.15,4374,0.5172,2,Mobile App,72.53,2.39
Potential High-Value,66,3,304.62,21600,0.3078,15,Web,906.3,6.69
Loyal Low-Spenders,18,17,29.38,9663,0.002,4,Mobile App,513,2.72
Window Shoppers,75,0,0,31428,0.9697,16,Web,0,2.8
Potential High-Value,72,1,298.51,19869,0.3905,21,Mobile App,352.25,4.79
At-Risk,286,0,39.73,4070,0.5183,1,Web,0,7.06
Loyal Low-Spenders,15,20,26.9,7189,0.0097,7,Mobile App,648.46,7.48
Champions,8,21,229.03,6886,0.0145,1,Web,4555.14,
At-Risk,272,0,50.92,5480,0.5517,1,Web,0,3.81
Window Shoppers,105,0,0,36594,0.9075,25,Mobile App,0,7.01
Loyal Low-Spenders,28,21,29.64,9685,0.0097,4,Mobile App,566.88,2.88
Potential High-Value,66,2,310.75,21095,0.321,24,Web,575.95,8.13
Loyal Low-Spenders,21,18,26.74,9558,0.0014,3,Web,491.04,8.4
At-Risk,263,0,41.99,4046,0.4626,4,Mobile App,0,4.77
Potential High-Value,68,2,298.03,20697,0.1926,21,Mobile App,638.06,3.34
At-Risk,216,0,46.86,2707,0.5826,3,Mobile App,0,4.67
Window Shoppers,99,0,0,34151,0.9386,16,Mobile App,0,4.61
Champions,8,30,212.95,7662,0.0067,1,Web,6341.9,4.05
Potential High-Value,63,2,307.55,22754,0.406,7,Web,665.43,6.97
Loyal Low-Spenders,18,12,29.5,10317,0.017,6,Web,431.23,7.05
Window Shoppers,88,0,0,34046,0.9537,28,Web,0,4.53
Champions,9,17,202.03,7477,0.0004,2,Mobile App,4001.84,9.55
Loyal Low-Spenders,25,19,31.33,7610,0.0534,5,Mobile App,534,4.33
Potential High-Value,67,2,325.24,23279,0.3133,13,Web,700.48,4.59
Window Shoppers,95,0,0,33557,0.9257,12,Tablet,0,5.57
Window Shoppers,102,0,0,40443,0.9491,23,Mobile App,0,4.89
Loyal Low-Spenders,20,17,30.72,8304,0.0168,5,Tablet,498.07,8.61
At-Risk,285,2,35.85,4609,0.4294,2,Web,63.86,2.94
Loyal Low-Spenders,18,12,30.46,10948,0.0352,6,Web,325.43,1.85
Loyal Low-Spenders,18,17,29.44,9593,0.0082,4,Mobile App,510.87,3.26
Window Shoppers,72,0,0,37866,,25,Web,0,6.38
Loyal Low-Spenders,19,13,26.14,10239,0.0316,4,Tablet,330.11,
Loyal Low-Spenders,18,19,32.6,8023,0.0598,8,Web,484.72,1.86
Window Shoppers,73,0,0,36747,0.9826,27,Web,0,3.04
Loyal Low-Spenders,17,16,24.86,,0.0197,2,Web,352.66,5.39
Champions,12,32,205,7943,0.0092,2,Web,6103.39,4.43
Champions,6,23,202.61,7921,0.0012,6,Mobile App,5169.22,3.19
Champions,11,20,212.07,7176,0,2,Mobile App,4582.64,3.47
At-Risk,250,2,42.51,3907,0.5738,0,Tablet,72.61,2.42
Window Shoppers,93,0,0,34157,0.826,22,Web,0,6.61
At-Risk,307,1,43.51,,0.5603,4,Mobile App,47.25,1.03
Potential High-Value,73,1,289.88,24252,0.2968,16,Mobile App,318.6,3.51
Window Shoppers,54,0,0,34744,0.9575,15,Web,0,2.68
Champions,9,25,195.61,5111,0.0014,1,Tablet,5408.9,4.92
At-Risk,236,1,61.49,4880,0.4637,1,Mobile App,54.32,4.44
Window Shoppers,61,0,0,38610,0.9111,17,Web,0,7.22
Potential High-Value,48,2,347.21,21803,0.2461,24,Tablet,779.7,2.03
Champions,8,22,239.55,7876,0.0393,4,Mobile App,6068.01,4.58
Champions,11,29,216.73,6924,0.0002,2,Web,6986.6,3.64
Potential High-Value,51,5,275.2,23037,0.2688,13,Web,1460.94,4.15
At-Risk,256,1,47.97,3235,0.5005,1,Tablet,44.82,6.24
Window Shoppers,76,0,0,,0.9179,26,Web,0,3.77
Window Shoppers,91,0,0,30419,0.9674,17,Mobile App,0,4.55
Window Shoppers,84,0,0,35520,0.9399,25,Web,0,6.33
Champions,6,22,210.78,6489,0.0079,2,Web,4931.09,3.82
Champions,8,28,216.3,6708,0.0348,3,Web,7100.5,7.84
Loyal Low-Spenders,21,23,28.61,9097,0.0143,1,Web,671.61,3.05
Window Shoppers,102,0,0,30862,0.8935,25,Web,0,5.93
Window Shoppers,53,0,0,31876,0.9538,24,Mobile App,0,4.63
Champions,7,26,218.48,8885,0.0036,3,Web,5603.11,8.99
At-Risk,271,0,61.78,4821,0.515,0,Web,0,4.24
Window Shoppers,64,0,0,33954,0.9432,31,Web,0,1.83
Loyal Low-Spenders,21,22,29.92,10733,0.0177,3,Mobile App,695.56,5.45
Loyal Low-Spenders,17,19,33.9,10842,0.0309,1,Web,671.25,6.29
At-Risk,264,1,55.31,4047,0.3452,2,Tablet,45.96,6.81
At-Risk,259,0,47.58,3666,0.3506,2,Tablet,0,5.29
At-Risk,274,1,38.72,3962,0.4112,1,Tablet,28.18,3.37
Loyal Low-Spenders,24,14,35.96,11251,0.0247,1,Mobile App,546.45,
Window Shoppers,66,0,0,34960,0.9584,21,Mobile App,0,5.22
Window Shoppers,71,0,0,37306,0.9407,23,Mobile App,0,4.27
Potential High-Value,60,2,284.54,25177,0.2509,15,Mobile App,517.6,5.92
At-Risk,250,1,63.57,,0.577,0,Web,64.99,6.08
At-Risk,241,0,62.01,3861,0.3869,3,Web,0,4.25
At-Risk,264,2,39.08,3869,0.516,2,Web,91.77,4.78
Champions,10,23,226.73,7098,0.0397,1,Mobile App,5189.34,3.26
Loyal Low-Spenders,22,21,32.39,8519,0.0056,1,Web,621.33,7.02
Potential High-Value,63,2,317.8,19821,0.2362,15,Web,586.08,8.03
At-Risk,264,2,44.73,3768,,2,Mobile App,76.32,4.18
Window Shoppers,106,0,0,35592,0.9702,23,Mobile App,0,3.97
Loyal Low-Spenders,23,15,30.02,11132,0.0353,5,Tablet,487.93,2.02
At-Risk,264,0,46.96,4301,0.3847,0,Web,0,5.06
Champions,8,29,243.39,7524,0.0098,3,Mobile App,7613.77,4.45
Champions,8,25,195.6,6794,0.0052,2,Mobile App,4264.96,5.47
Window Shoppers,104,0,0,38792,0.9555,21,Web,0,2.66
Window Shoppers,90,0,0,37421,0.9695,24,Mobile App,0,5.68
At-Risk,259,0,49.12,,0.4461,2,Web,0,6.86
Window Shoppers,80,0,0,35671,0.9524,26,Mobile App,0,7.93
Potential High-Value,58,2,338.4,21401,0.2019,26,Mobile App,644.78,7.72
At-Risk,257,1,41.44,4718,0.5791,0,Mobile App,38.33,5.64
Loyal Low-Spenders,22,12,29.81,8693,0.0271,8,Web,376.3,2.92
Potential High-Value,45,3,301.12,22612,0.2649,15,Web,929.71,5.11
Potential High-Value,48,1,330.12,23355,0.3516,13,Mobile App,327.3,4.2
Window Shoppers,95,0,0,34038,0.8974,32,Web,0,7.53
Potential High-Value,47,3,299.88,22415,0.1778,12,Web,897.62,4.88
Window Shoppers,70,0,0,33917,0.9845,24,Mobile App,0,6.18
Window Shoppers,71,0,0,38891,0.9149,25,Web,0,5.33
At-Risk,243,1,48.56,,0.3401,2,Web,49.37,4.67
Window Shoppers,99,0,0,31566,0.9522,21,Mobile App,0,5.42
Window Shoppers,84,0,0,36051,0.9378,26,Mobile App,0,5.8
Potential High-Value,72,4,317.12,23404,0.4012,14,Mobile App,1407.38,6.12
Loyal Low-Spenders,16,19,24.12,8530,0.0366,7,Tablet,341.96,7.54
Champions,6,27,184.54,7042,0.0792,4,Mobile App,4246.36,2.64
Loyal Low-Spenders,24,16,27.68,8042,0.0036,2,Mobile App,498.69,3.7
Loyal Low-Spenders,24,16,26.04,8846,0.0473,4,Web,446.27,3.66
At-Risk,235,1,48.93,5468,0.6775,2,Web,43.11,4.77
Loyal Low-Spenders,20,21,30.4,9950,0.0087,2,Tablet,653.35,0.75
Window Shoppers,77,1,7.66,38478,0.9764,19,Web,7.44,4.5
At-Risk,287,2,38.63,2864,0.6076,1,Web,73.72,2.34
At-Risk,279,0,55.62,6070,0.4177,1,Mobile App,0,5.63
Window Shoppers,99,0,0,33462,0.927,24,Web,0,7.15
Window Shoppers,89,0,0,34694,0.9585,24,Web,0,9.91
Loyal Low-Spenders,19,19,28.36,7828,0.0059,5,Mobile App,581.48,
Loyal Low-Spenders,26,17,31.03,10052,0.0035,1,Web,457.96,0.85
Window Shoppers,61,0,0,37475,,28,Web,0,5.86
Loyal Low-Spenders,22,19,29.96,11992,0.0065,1,Web,620.09,6.87
Window Shoppers,86,0,0,36044,0.8305,20,Web,0,5.41
At-Risk,268,1,36.8,2667,0.532,2,Mobile App,38.21,5.54
At-Risk,293,0,47.46,5388,0.6488,3,Mobile App,0,4.89
At-Risk,313,0,50.83,4074,0.5559,1,Web,0,3.01
Champions,6,23,219.17,5215,0,2,Tablet,5137.73,5.64
At-Risk,230,1,60.96,5737,0.5034,1,Mobile App,67.06,4.08
Loyal Low-Spenders,16,9,28.07,9720,0.0154,1,Mobile App,267.08,9.87
Loyal Low-Spenders,24,22,31.19,8116,0.0062,3,Web,744.2,5.35
Window Shoppers,112,0,0,35320,0.9505,15,Web,0,7.36
Window Shoppers,63,0,0,33887,0.9714,24,Web,0,0.52
Loyal Low-Spenders,20,21,32.55,9889,0.0536,3,Tablet,677.21,2.93
At-Risk,264,1,54.96,4344,0.5615,1,Mobile App,60.96,6.8
Loyal Low-Spenders,19,15,27.9,8459,0.0305,9,Mobile App,396.92,5.23
At-Risk,285,1,63.23,5600,0.4914,2,Mobile App,64.99,8.39
Potential High-Value,62,1,270.95,23139,0.425,12,Mobile App,290.04,1.73
Potential High-Value,57,2,300.98,20634,0.3607,26,Mobile App,462.98,4.2
At-Risk,283,0,51.94,3890,0.5703,1,Mobile App,0,2.36
At-Risk,237,0,60.45,2661,0.4801,2,Mobile App,0,5.3
Window Shoppers,110,0,0,35533,0.9115,26,Mobile App,0,6.46
Potential High-Value,53,1,307.02,19239,0.38,17,Web,275.17,4.53
Loyal Low-Spenders,17,11,27.19,9368,0.0065,2,Mobile App,295.7,4.39
Potential High-Value,58,2,340.6,23109,0.2724,13,Web,714.89,7.25
Window Shoppers,74,0,0,37295,0.9882,24,Tablet,0,6.96
At-Risk,292,0,58.8,3775,,1,Tablet,0,4.2
Champions,5,26,210.47,6941,0.0046,3,Web,5484.07,8.11
Loyal Low-Spenders,19,14,31.16,10679,0.0021,6,Mobile App,436.82,6.68
Window Shoppers,56,0,0,38500,0.9618,25,Mobile App,0,2.74
Window Shoppers,83,0,0,35903,0.9747,28,Web,0,5.39
Potential High-Value,57,1,259.23,25953,0.3529,11,Web,291.38,3.83
At-Risk,288,1,43.5,3501,0.5137,0,Web,43.41,3.95
Window Shoppers,90,0,0,36823,0.9715,33,Web,0,2.39
Potential High-Value,66,5,268.99,19764,0.1624,19,Web,1313.94,4.12
Loyal Low-Spenders,18,20,26.15,6958,0.0197,3,Mobile App,539.02,5.34
Window Shoppers,105,0,0,38398,0.9919,31,Mobile App,0,5.29
Window Shoppers,78,0,0,36032,0.9535,34,Web,0,5.38
At-Risk,286,2,53.77,5508,0.4327,2,Web,105.68,5.81
At-Risk,228,1,42.55,5278,0.6202,0,Web,43.01,1.58
Loyal Low-Spenders,16,18,26.2,9404,0.0086,7,Web,443.57,4.22
At-Risk,284,0,38.88,4298,0.5192,0,Mobile App,0,4.23
Loyal Low-Spenders,20,14,37.2,8526,0.035,2,Mobile App,600.55,2.93
At-Risk,258,0,47.37,3624,0.4211,3,Web,0,6.35
Window Shoppers,80,0,0,37475,0.8905,23,Mobile App,0,8.82
Loyal Low-Spenders,23,24,34.45,9621,0.0017,7,Mobile App,947.98,3.41
Loyal Low-Spenders,22,19,22.27,8508,0.0181,6,Mobile App,404.92,3.31
At-Risk,257,1,61.65,4577,0.5788,3,Web,62.06,6.71
Champions,7,24,221.55,6467,0.0585,3,Web,6095.99,8.46
Champions,9,32,217.38,7701,0,2,Mobile App,6851.64,
Loyal Low-Spenders,15,13,30.52,9387,0.0065,4,Mobile App,349.94,4.87
Window Shoppers,80,0,0,37785,0.947,20,Web,0,1.31
Window Shoppers,58,0,0,37978,0.9507,17,Web,0,4.65
Loyal Low-Spenders,16,8,34.84,6652,0.0322,4,Tablet,303.09,7.76
Loyal Low-Spenders,20,8,33.93,6943,0.0161,1,Tablet,285.63,1.5
Champions,8,27,222.92,7457,0.0173,4,Mobile App,5341.08,1.48
Loyal Low-Spenders,20,13,31.32,11596,0.012,3,Mobile App,437.82,5
Potential High-Value,45,1,267.35,20342,0.3385,15,Web,284.32,7.95
Window Shoppers,64,0,0,35144,0.8981,28,Mobile App,0,6.59
Window Shoppers,75,0,0,36784,0.8696,36,Tablet,0,4.33
Loyal Low-Spenders,26,22,29.08,10575,0.0164,4,Mobile App,626.38,0.95
Loyal Low-Spenders,15,21,29.74,11020,0.0097,2,Web,637.58,8.12
At-Risk,258,3,45.13,4237,0.4754,3,Web,143.83,4.71
Loyal Low-Spenders,21,11,29.11,7898,0.0201,4,Web,333.62,6.87
At-Risk,244,1,37.3,4251,0.4607,1,Mobile App,42.03,0.94
Potential High-Value,48,2,333.48,21849,0.2958,11,Mobile App,688.85,7.51
Loyal Low-Spenders,28,12,31.77,10267,0.0044,2,Web,416.32,0
Champions,10,21,214.45,6976,0.0004,3,Mobile App,4735.83,4.97
Loyal Low-Spenders,27,8,32.83,8778,0.0203,2,Web,302.31,5.32
Loyal Low-Spenders,15,18,30.72,9489,0.0915,1,Web,557.95,6.53
At-Risk,241,0,55.06,3072,0.5319,2,Tablet,0,7.95
Loyal Low-Spenders,19,15,30.95,9679,0.015,5,Mobile App,510.67,5.93
Potential High-Value,62,1,260.92,20195,0.4526,24,Web,311.72,5.54
Potential High-Value,45,1,308.56,24517,0.4081,11,Mobile App,332.48,1.78
At-Risk,263,1,62.4,,0.4839,1,Mobile App,69.97,4.61
Champions,8,19,227.75,7637,0.0224,3,Web,4680.77,2.38
Potential High-Value,80,1,343.63,22922,0.3453,17,Mobile App,323.2,5.94
Loyal Low-Spenders,19,16,26.78,9629,0.011,5,Tablet,410.49,5.16
Loyal Low-Spenders,21,16,29.68,9903,0.016,4,Mobile App,389.59,5.54
Loyal Low-Spenders,20,15,29.96,8808,0.0253,4,Web,540.45,7.71
At-Risk,271,1,37.6,2476,0.6171,0,Mobile App,30.37,4.01
Champions,7,22,188.81,,0.0116,3,Web,3575.36,4.73
At-Risk,290,2,41.02,2785,0.2881,0,Web,73.2,5.74
Potential High-Value,59,2,332.75,21455,0.2428,19,Web,718.56,3.51
Champions,10,26,183.25,7897,0.0018,1,Mobile App,4461.92,4.51
Champions,10,27,239,7755,0.016,1,Web,5556.85,7.84
At-Risk,272,2,68.06,4198,0.429,5,Mobile App,141.49,4.26
Window Shoppers,84,0,0,33297,0.9392,19,Web,0,8.8
Window Shoppers,78,0,0,36033,0.9456,27,Tablet,0,6.66
Loyal Low-Spenders,20,23,27.01,10102,0.0189,1,Mobile App,615.91,5.35
Champions,7,25,194.7,6174,0.0019,5,Mobile App,4230.71,5.23
Champions,11,22,215.27,8077,0,1,Mobile App,4341.01,8.66
Window Shoppers,88,0,0,34439,0.9628,39,Web,0,2.74
Window Shoppers,87,0,0,34801,0.8635,24,Web,0,4.84
At-Risk,272,0,48.82,4682,0.6316,1,Mobile App,0,5.48
At-Risk,283,0,66.08,3863,0.5502,3,Web,0,8.38
At-Risk,291,2,52.29,4868,0.5333,1,Mobile App,107.7,8.18
Potential High-Value,49,2,296.15,21481,0.3239,9,Web,639.75,5.15
Window Shoppers,53,0,0,34796,0.9554,16,Web,0,1.17
Loyal Low-Spenders,23,14,32.07,10780,0.0027,2,Tablet,477.64,2.68
Window Shoppers,123,0,0,35922,0.9636,26,Web,0,2.81
Potential High-Value,64,1,265.2,26529,0.3448,15,Web,257.55,4.96
At-Risk,291,0,57.69,3337,0.3396,1,Web,0,3.52
Loyal Low-Spenders,22,21,32.58,7143,0.0061,6,Web,722.08,
Loyal Low-Spenders,22,14,23.79,8179,0.0111,2,Mobile App,304.2,5.18
Potential High-Value,56,1,293.95,21677,0.3415,16,Web,355.14,5.9
Champions,10,23,221.16,6768,0.0024,4,Web,5022.84,3.58
Loyal Low-Spenders,29,19,30.23,8280,0.0058,1,Web,653.59,7.09
Window Shoppers,79,0,0,29265,0.9597,19,Web,0,7.96
At-Risk,275,0,63.13,,0.511,1,Mobile App,0,2.84
Potential High-Value,59,4,288.23,21734,0.2971,15,Tablet,1049.11,4.82
At-Risk,260,1,57.61,5633,0.5184,2,Web,53.13,4.34
Loyal Low-Spenders,15,13,33.59,7700,0.0075,4,Web,446.57,4.3
Window Shoppers,100,0,0,34586,0.9115,21,Mobile App,0,3.73
Potential High-Value,52,3,302.15,23829,0.3276,14,Mobile App,1159.2,3.18
Champions,8,41,213.88,7137,0,2,Web,7013.7,6.25
At-Risk,271,1,53.12,5512,0.432,2,Web,52.95,6.27
Potential High-Value,59,2,301.41,22320,0.2775,19,Mobile App,558.01,4.58
Champions,11,33,212.42,6652,0.0005,3,Mobile App,6512.35,5.77
Champions,11,20,205.45,7220,0.0101,1,Web,4224.13,5.09
Potential High-Value,53,1,310.23,22947,0.2617,14,Web,307.6,4.19
Potential High-Value,54,1,304.55,24107,0.3066,11,Mobile App,360.83,6.61
Window Shoppers,67,0,0,34709,0.9548,23,Web,0,5.14
Window Shoppers,53,0,0,35622,0.9459,15,Web,0,3.95
Window Shoppers,84,0,0,34170,0.9562,23,Mobile App,0,6.77
Champions,9,21,223.44,8053,0.0242,1,Mobile App,4042.63,4.28
Loyal Low-Spenders,19,15,29.53,8199,0.0026,3,Web,422.35,4.68
Champions,9,24,206.22,8348,0,4,Web,5651.56,5.45
Potential High-Value,63,3,293.91,21657,0.3845,18,Web,969.7,3.55
Loyal Low-Spenders,22,13,30.68,11349,0.0296,4,Mobile App,434.93,2.5
At-Risk,276,0,45.5,3635,0.5691,4,Mobile App,0,3.14
Window Shoppers,72,0,0,33560,0.9658,24,Mobile App,0,
Champions,11,21,203.29,7026,0.0015,1,Mobile App,4795.31,3.49
Champions,10,15,207.08,7670,0.0072,2,Tablet,3273,4.65
Window Shoppers,73,0,0,37300,0.8859,24,Web,0,4.36
Window Shoppers,99,0,0,35343,0.8739,26,Mobile App,0,3.92
Window Shoppers,91,0,0,36167,0.9548,21,Web,0,6.14
Champions,9,28,212.74,9554,0.0006,1,Mobile App,5939.96,3.78
At-Risk,294,1,42.32,4273,0.5426,3,Web,42.23,5.23
Potential High-Value,66,4,317.97,21993,0.3372,20,Mobile App,1313.68,3.38
At-Risk,265,0,58.12,3927,0.4209,1,Web,0,5.35
Loyal Low-Spenders,20,20,29.87,9647,0.0392,5,Web,531.8,2.98
Champions,8,29,204.25,5956,0.0042,1,Mobile App,5957.36,3.81
Potential High-Value,56,2,320.42,24615,0.4791,11,Web,626.49,3.24
Loyal Low-Spenders,19,22,27.34,8905,0.015,4,Mobile App,558.25,8.47
Potential High-Value,56,2,314.67,,0.2684,15,Tablet,606.53,3.88
Window Shoppers,54,0,0,32295,0.9708,29,Mobile App,0,4.83
Loyal Low-Spenders,17,16,25.94,10660,0.0071,4,Mobile App,446.13,7.03
Loyal Low-Spenders,21,20,31.71,8775,0.0282,3,Mobile App,614.72,0.71
At-Risk,262,1,61.85,3165,0.5088,3,Mobile App,62.17,7.94
Window Shoppers,88,0,0,38154,0.9241,26,Web,0,6.29
Potential High-Value,60,1,311.9,20607,0.4031,17,Mobile App,262.73,1.41
Loyal Low-Spenders,19,17,27.48,7268,0.0079,1,Tablet,472.61,6.47
Champions,7,27,205.16,9080,0.0011,4,Mobile App,4792.59,4.87
Loyal Low-Spenders,20,22,25.83,6864,0.0484,4,Web,498.12,4.56
Champions,5,42,249.43,6703,0.0011,1,Web,11682.97,4.85
Champions,8,13,198.3,6858,0.0086,2,Web,2055.27,2.95
At-Risk,257,0,51.62,3963,0.4765,0,Mobile App,0,6.69
Window Shoppers,79,0,0,34503,0.9499,31,Web,0,6.18
Window Shoppers,75,0,0,37732,0.9329,32,Mobile App,0,
Champions,7,34,205.29,7252,0.0087,2,Web,6566.43,2.39
Loyal Low-Spenders,19,17,30.72,,0.0066,1,Mobile App,598.53,2.83
At-Risk,261,0,34.65,5090,0.2956,1,Web,0,6.2
Loyal Low-Spenders,21,21,32.59,9350,0.1096,4,Mobile App,573.99,2.45
Potential High-Value,60,1,246.55,23472,0.3826,11,Web,248.71,4.59
Window Shoppers,83,0,0,37160,0.9471,22,Mobile App,0,3.09
Champions,10,24,244.44,6094,0,4,Mobile App,5994.42,5.14
Champions,6,26,209.07,7461,0.0126,1,Web,4455.32,5.63
Champions,7,19,207.92,7070,0.0002,1,Web,4177.76,6.24
Window Shoppers,102,0,0,35692,0.9748,17,Web,0,4.89
Window Shoppers,92,0,0,32762,0.9236,23,Web,0,3.24
At-Risk,306,1,54.87,4878,0.5614,3,Mobile App,50.14,6.44
Window Shoppers,81,0,0,34362,0.9635,27,Web,0,7.18
Window Shoppers,91,1,8.81,35951,0.9652,32,Web,9.28,6.06
Loyal Low-Spenders,17,22,27.82,10988,0.0606,4,Tablet,571.35,5.37
Champions,9,30,192.91,6828,0.01,1,Web,5448.08,4.37
At-Risk,277,0,42.9,4204,0.513,2,Web,0,3.81
At-Risk,263,1,52.95,4521,0.5302,2,Web,58.46,8.15
Loyal Low-Spenders,22,18,28.59,7225,0.0845,5,Mobile App,458.59,5.58
At-Risk,297,0,49.93,4007,0.3579,0,Web,0,6.97
Champions,9,20,205.3,7283,0.0081,6,Mobile App,4526.33,7.04
Loyal Low-Spenders,20,12,33.58,10914,0.0021,5,Mobile App,447.96,5.77
Loyal Low-Spenders,23,15,29.64,9319,0.0002,3,Web,414.47,3.02
Loyal Low-Spenders,22,11,30.14,9377,0.0304,4,Web,265.9,1.53
Champions,10,27,203.4,5969,0.0013,6,Tablet,4231.12,5.7
Window Shoppers,69,0,0,34226,0.9411,23,Web,0,
Potential High-Value,70,2,345.3,23069,0.3063,22,Web,566.26,5.03
At-Risk,243,0,52.33,5018,0.5899,2,Tablet,0,4.81
Loyal Low-Spenders,18,15,31.92,7466,0.0003,1,Web,533.75,7.27
Potential High-Value,41,1,325.6,21045,0.3728,16,Web,311.27,2.86
Window Shoppers,71,0,0,38060,0.8913,22,Web,0,5.61
Loyal Low-Spenders,23,12,34.06,10131,0.0227,1,Tablet,412.26,4.89
At-Risk,292,1,44.19,3155,0.5969,2,Web,42.66,3.79
Window Shoppers,80,0,0,32783,0.8596,25,Web,0,6.1
Loyal Low-Spenders,27,26,32.45,9853,0.009,5,Mobile App,827.72,8.37
Potential High-Value,58,1,272.49,22787,0.3107,19,Web,275.33,1.32
Window Shoppers,82,0,0,34728,0.9642,27,Web,0,6.76
Window Shoppers,70,0,0,,0.9799,28,Mobile App,0,3.45
Window Shoppers,60,0,0,32678,0.8733,25,Mobile App,0,0.65
Loyal Low-Spenders,18,13,32.5,11482,0.036,6,Mobile App,459.11,6.23
Potential High-Value,57,1,277.08,25604,0.2115,14,Mobile App,217.88,3.19
Loyal Low-Spenders,21,14,29.13,10147,0.0491,4,Web,411.77,5.66
Loyal Low-Spenders,26,14,24.5,6387,0.0006,5,Web,360.06,4.3
At-Risk,252,0,46.94,4487,0.3739,2,Web,0,4.01
At-Risk,267,0,47.01,3509,0.3177,2,Web,0,3.31
Potential High-Value,48,1,299.34,21868,0.3032,9,Mobile App,301.14,4.02
At-Risk,285,1,58.96,4473,0.4589,1,Mobile App,55.76,4.92
Loyal Low-Spenders,23,16,26.71,11614,0.0367,5,Web,429.53,4.31
Loyal Low-Spenders,21,17,28.71,7726,0.0067,4,Web,463.9,10
Loyal Low-Spenders,21,14,35.58,7303,0.0235,5,Web,494.64,5.64
Loyal Low-Spenders,22,11,33.5,7810,0.0287,3,Web,293.45,2.7
Champions,8,28,175.76,7558,0.0258,2,Mobile App,4590.17,7.4
Loyal Low-Spenders,18,22,30.6,6750,0.0067,5,Web,689.23,
At-Risk,258,0,39.14,4127,0.6644,1,Web,0,4.17
Window Shoppers,75,0,0,37136,0.9602,23,Tablet,0,6.78
Loyal Low-Spenders,21,22,27.65,9895,0,8,Mobile App,716.63,
Potential High-Value,53,2,320.74,23546,0.2503,16,Web,657.74,
Window Shoppers,88,0,0,34932,0.9632,29,Mobile App,0,3
Potential High-Value,54,1,285.1,20203,0.3206,16,Web,260.01,6.84
Potential High-Value,65,1,282.18,26571,0.3184,15,Web,284.24,6.06
Champions,9,18,200.15,6948,0.0004,2,Web,4004.07,2.79
Potential High-Value,58,1,297.78,20575,0.2923,8,Tablet,305.92,4.92
Loyal Low-Spenders,20,15,31.19,6600,0.0432,7,Web,493.88,9.8
Loyal Low-Spenders,14,17,30.24,7204,0.0699,1,Web,603.05,5.83
Potential High-Value,44,1,304.35,23346,0.4807,15,Web,339.97,4.51
At-Risk,281,0,57.39,5067,0.4615,2,Web,0,
At-Risk,293,0,49.63,4040,0.4266,2,Mobile App,0,7.29
Window Shoppers,85,0,0,,0.9737,28,Web,0,5.01
Window Shoppers,72,0,0,,0.9632,19,Mobile App,0,5.99
Champions,7,14,243.06,8490,0.014,2,Mobile App,2450.32,6.16
Window Shoppers,97,0,0,33582,0.9577,34,Web,0,0.76
Loyal Low-Spenders,28,16,31.65,8567,0.0186,3,Mobile App,487.53,5.37
Window Shoppers,87,0,0,33913,0.9572,31,Tablet,0,4.92
Loyal Low-Spenders,19,15,37.53,6185,0.0414,5,Tablet,526.69,5.43
Potential High-Value,40,3,270.26,21351,0.4404,21,Web,743.72,5.78
At-Risk,291,1,54.44,3302,0.4581,2,Web,52.55,0.37
Champions,10,23,245.86,6113,0.0043,2,Tablet,5573.82,
At-Risk,278,1,61.49,3136,0.5544,2,Web,50.14,5.05
At-Risk,304,2,41.49,4157,0.3774,4,Web,93.16,5.83
Potential High-Value,65,3,257.04,25031,0.2787,20,Tablet,800.2,3.8
At-Risk,271,0,48.78,4148,0.4183,1,Mobile App,0,4.63
Window Shoppers,84,0,0,35968,0.97,26,Mobile App,0,4.77
Champions,9,24,236.57,6918,0.001,2,Web,6128.18,2.51
Champions,6,31,201.26,8337,0.0276,5,Web,6151.84,5.73
Window Shoppers,105,0,0,40325,0.9364,21,Mobile App,0,4.15
Loyal Low-Spenders,17,21,29.15,8556,0.0041,5,Mobile App,648.96,3.88
Window Shoppers,80,0,0,32706,0.9012,22,Mobile App,0,4.52
Champions,6,16,215.75,5751,0.0006,2,Web,3674.94,7.69
Potential High-Value,55,1,299.09,21811,0.249,15,Tablet,314.01,5.98
Champions,4,36,196.26,6382,0.0031,6,Web,7859.16,3.06
Window Shoppers,60,0,0,37153,0.9536,27,Mobile App,0,5.67
At-Risk,253,0,44.31,4718,0.4761,2,Web,0,7.1
Potential High-Value,49,1,319.43,21052,0.4249,19,Mobile App,320.14,5.57
